doc_id,type,gold_label,pred_label,overlap,gold_text,pred_text
0,MATCH,Explicit,Explicit,1.000,"Yes, for it is a much graver punishment to be imprisoned forever and be tortured by one 's own thoughts than to be killed quickly and easily by an injection.","Yes, for it is a much graver punishment to be imprisoned forever and be tortured by one's own thoughts than to be killed quickly and easily by an injection."
0,MATCH,Explicit,Explicit,1.000,"What, then, ought to be done with criminals who have committed truly awful crimes such as murder or rape - should they simply be allowed to live on although they have taken or destroyed another life?","What, then, ought to be done with criminals who have committed truly awful crimes such as murder or rape - should they simply be allowed to live on although they have taken or destroyed another life?"
0,MATCH,Explicit,Explicit,1.000,Capital punishment would be murder and would have to be punished with the death penalty itself.,Capital punishment would be murder and would have to be punished with the death penalty itself.
0,MATCH,Implicature,Implicature,1.000,"If there were capital punishment, this would mean people are allowed to put themselves above others and rule over their lives.","If there were capital punishment, this would mean people are allowed to put themselves above others and rule over their lives."
0,MATCH,Explicit,Explicit,1.000,Germany should by no means introduce capital punishment.,Germany should by no means introduce capital punishment.
1,MATCH,Explicit,Explicit,1.000,"So, in ultimate terms of maximum hedons versus stressors per lifetime, livestock does pretty damn well.","So, in ultimate terms of maximum hedons versus stressors per lifetime, livestock does pretty damn well."
1,MATCH,Explicit,Explicit,1.000,"Plenty of grass to eat, maybe the occasional milking but other than that, it 's generally less stressful ( assuming animals feel stress at all, which I 'm assuming you would believe if you believe animals can suffer, as stress is the basis for suffering) up until the very last second.","Plenty of grass to eat, maybe the occasional milking but other than that, it's generally less stressful ( assuming animals feel stress at all, which I'm assuming you would believe if you believe animals can suffer, as stress is the basis for suffering) up until the very last second."
1,MATCH,Explicit,Explicit,1.000,"Up until its last day, it is living essentially a cow vacation.","Up until its last day, it is living essentially a cow vacation."
1,MATCH,Explicit,Explicit,1.000,"Ditto that for every other domestic food animal, and even animals that we hunt for food: at the very least we are less vicious than other predators in that we wait until the animal is definitely dead before we start eating it.","Ditto that for every other domestic food animal, and even animals that we hunt for food: at the very least we are less vicious than other predators in that we wait until the animal is definitely dead before we start eating it."
1,MATCH,Explicit,Explicit,1.000,"No pain, no awareness, just cessation of life.","No pain, no awareness, just cessation of life."
1,MATCH,Explicit,Explicit,1.000,"A bolt to the brain sounds bad, but there is nothing past that instant.","A bolt to the brain sounds bad, but there is nothing past that instant."
1,MATCH,Explicit,Explicit,1.000,On the contrary: A sheep with a shepherd is many times less likely to have its throat ripped out by a wolf and having its last experience on earth be something as gruesome as the beginnings of being eaten.,On the contrary: A sheep with a shepherd is many times less likely to have its throat ripped out by a wolf and having its last experience on earth be something as gruesome as the beginnings of being eaten.
1,MATCH,Explicit,Explicit,1.000,The fact we have domesticated some animals also does not mean they suffer any differently to their wild cousins.,The fact we have domesticated some animals also does not mean they suffer any differently to their wild cousins.
1,MATCH,Explicit,Explicit,1.000,"If I were eating veggies, I 'd consume several plants.","If I were eating veggies, I 'd consume several plants."
1,MATCH,Explicit,Explicit,1.000,"In a day, I eat maybe 1/3 of a cow or 1/2 of a chicken if I 'm hungry.","In a day, I eat maybe 1/3 of a cow or 1/2 of a chicken if I'm hungry."
1,MATCH,Explicit,Explicit,1.000,The fact we have domesticated some animals also does not mean they suffer any differently to their wild cousins.,The fact we have domesticated some animals also does not mean they suffer any differently to their wild cousins.
1,MATCH,Explicit,Explicit,1.000,I may have a different stance on seeing no difference between companion animals and farm animals because many of my pets are exotic and farm animals.,I may have a different stance on seeing no difference between companion animals and farm animals because many of my pets are exotic and farm animals.
1,MATCH,Explicit,Explicit,1.000,"I work best when I 've had more to eat than a salad, so in the long run, future animals benefit more by my consumption of meat than they would if I was trying to go vegetarian / vegan.","I work best when I've had more to eat than a salad, so in the long run, future animals benefit more by my consumption of meat than they would if I was trying to go vegetarian / vegan."
1,MATCH,Explicit,Explicit,1.000,"Nature is not pretty, and we should be working to improve it.","Nature is not pretty, and we should be working to improve it."
1,MATCH,Explicit,Explicit,1.000,"At best they 'd die slowly and painfully of some disease that they have no hope of overcoming, or slowly and painfully of starvation after breaking a leg and falling behind their herd.","At best they 'd die slowly and painfully of some disease that they have no hope of overcoming, or slowly and painfully of starvation after breaking a leg and falling behind their herd."
1,MATCH,Explicit,Explicit,1.000,"At the best, chickens, pigs, deer, and cows would have their throats ripped out by weasels or wolves or whatever other predator.","At the best, chickens, pigs, deer, and cows would have their throats ripped out by weasels or wolves or whatever other predator."
1,MATCH,Explicit,Explicit,1.000,"Further, I find death by human to be more humane than death by any other cause that most game or livestock animals could hope for.","Further, I find death by human to be more humane than death by any other cause that most game or livestock animals could hope for."
1,MATCH,Explicit,Explicit,1.000,"However, there are plants that emit pheromones to alert other plants of an impending insect-predator 's presence and causes other plants in the area of the same type to activate defenses, and other plants that will actively tense up in response to needle pricks ( which, further, will stop responding when exposed to typical anasthetics), which tells me that when plants behave in an animal-like manner, they can and do respond to some sort of pain stimuli.","However, there are plants that emit pheromones to alert other plants of an impending insect-predator's presence and causes other plants in the area of the same type to activate defenses, and other plants that will actively tense up in response to needle pricks ( which, further, will stop responding when exposed to typical anasthetics), which tells me that when plants behave in an animal-like manner, they can and do respond to some sort of pain stimuli."
1,MATCH,Explicit,Explicit,1.000,"Finally, here is the big problem I have: It is literally impossible for me to live without other things dying.","Finally, here is the big problem I have: It is literally impossible for me to live without other things dying."
1,MATCH,Explicit,Explicit,1.000,"Gory, but painless, as the pain center is instantly destroyed.","Gory, but painless, as the pain center is instantly destroyed."
1,MATCH,Explicit,Explicit,1.000,"As far as I 'm aware, chickens at my local farm have their brains destroyed at the stem as quickly as possible while their head is chopped off.","As far as I'm aware, chickens at my local farm have their brains destroyed at the stem as quickly as possible while their head is chopped off."
1,MATCH,Explicit,Explicit,1.000,"Also, again, local farms and humane slaughtering, not factory farming.","Also, again, local farms and humane slaughtering, not factory farming."
1,MATCH,Explicit,Explicit,1.000,"I do see a distinction between a pet and livestock, namely that we domesticated those pet animals for the purpose of companionship ( and in the case of the dog, a symbiotic relationship involving feeding them scraps for protection against predators that their scent can pick up easier than our sight, particularly at night), and have bonded with them specifically because their utility functions are greater as companions than as meat.","I do see a distinction between a pet and livestock, namely that we domesticated those pet animals for the purpose of companionship ( and in the case of the dog, a symbiotic relationship involving feeding them scraps for protection against predators that their scent can pick up easier than our sight, particularly at night), and have bonded with them specifically because their utility functions are greater as companions than as meat."
1,MATCH,Explicit,Explicit,1.000,I agree that synthetic meat would be absolutely amazing though!,I agree that synthetic meat would be absolutely amazing though!
1,MATCH,Explicit,Explicit,0.941,"I consider my 1 chicken/2 days to be morally equivalent to the 8 heads of lettuce / day it would take me to get the same basic caloric intake ( note: I do n't have any real accuracy for the amount per day, just a rough guesstimation) to be about morally equal.","I consider my 1 chicken/2 days to be morally equivalent to the 8 heads of lettuce / day it would take me to get the same basic caloric intake ( note: I don't have any real accuracy for the amount per day, just a rough guesstimation) to be about morally equal."
1,MATCH,Explicit,Explicit,0.933,"And I would n't want to witness it, but I would accept that as a humane death ( as humane as we can make death, anyway), as it has as little pain as we can deliver.","And I wouldn't want to witness it, but I would accept that as a humane death ( as humane as we can make death, anyway), as it has as little pain as we can deliver."
1,MATCH,Explicit,Explicit,0.930,"Carrots get eaten or boiled alive and we have no evidence that suggests, one way or another, if that is causing them suffering, as their nervous system is sufficiently different from us that I believe we would n't know what we were looking for.","Carrots get eaten or boiled alive and we have no evidence that suggests, one way or another, if that is causing them suffering, as their nervous system is sufficiently different from us that I believe we wouldn't know what we were looking for."
1,MATCH,Explicit,Explicit,0.893,"keep in mind, my defense is for traditional-type farms, not the admittedly abhorrent factory farms, from which I do n't buy any meat","keep in mind, my defense is for traditional-type farms, not the admittedly abhorrent factory farms, from which I don't buy any meat"
1,MATCH,Explicit,Explicit,0.889,"You do n't agree with what is going on, but try to put it to the back of your mind and continue to support it.","You don't agree with what is going on, but try to put it to the back of your mind and continue to support it."
1,MATCH,Explicit,Explicit,0.833,I personally do n't see any distinction between my pet dog and a chicken.,I personally don't see any distinction between my pet dog and a chicken.
1,MATCH,Explicit,Explicit,0.824,You do n't agree with what is going on and stop supporting it.,You don't agree with what is going on and stop supporting it.
1,MATCH,Explicit,Explicit,0.812,"So, I do n't consider plants to be necessarily more moral.","So, I don't consider plants to be necessarily more moral."
1,MISS,Ambiguity,O,0.000,I believe you have three choices once you discover the suffering animals endure in the meat industry ...,
1,MISS,Implicature,O,0.000,Are you seriously saying you consider slaughtering an animal morally equal to harvesting a crop?,
1,MISS,Presupposition,O,0.000,"You do n't care about animals, so you 're content with paying for them to be abused for your pleasure.",
1,MISS,Presupposition,O,0.000,"Reasoning: I used to follow option number 3, but recently started option number 1 in an attempt to line my actions up with my values.",
1,MISS,Explicit,O,0.000,I suspect this way of looking at it is still somewhat simplistic however,
1,MISS,Explicit,O,0.000,so feel free to prove me wrong.,
1,MISS,Implicature,O,0.000,Option 3.1415926: I buy all my meat from local farms that I know have free-range chickens and cows that are grass-fed and well-treated until they are humanely slaughtered,
1,MISS,Implicature,O,0.000,"once the technology exists to 3D-print a chicken breast that tastes about as good as the real thing at an affordable price with 0 animal death, I eat that instead.",
1,MISS,Explicit,O,0.000,I 'm not arguing that death at the hands of humans is better than living on;,
1,MISS,Implicature,O,0.000,"If I had to take my cat to be euthanised at the vet, I would never consider his throat being sliced by a machine as he hung upside down as humane treatment.",
1,MISS,Implicature,O,0.000,Probably not even a bolt to the brain either.,
1,MISS,Explicit,O,0.000,"in the general sense, living on is better than just about any death;",
1,MISS,Explicit,O,0.000,"I 'm arguing that of the potential ways to die, being killed is the best an animal can realistically hope for.",
1,MISS,Explicit,O,0.000,Chickens simply are n't.,
1,MISS,Ambiguity,O,0.000,"I keep forgetting to add this, but I also think that quality of life is something that should be accounted for when debating this.",
1,MISS,Ambiguity,O,0.000,How much does a cow need to fear predators when it 's under the watch of a farmer?,
1,MISS,Implicature,O,0.000,"Admittedly, a better way would be a proper Brompton Cocktail, but that would taint meat, and so is unfeasible.",
1,MISS,Explicit,O,0.000,"I wish it were n't so, but it is.",
1,SPURIOUS,O,Implicature,0.000,,I believe you have three choices once you discover the suffering animals endure in the meat industry...
1,SPURIOUS,O,Explicit,0.000,,"You don't care about animals, so you're content with paying for them to be abused for your pleasure."
1,SPURIOUS,O,Explicit,0.000,,"I used to follow option number 3, but recently started option number 1 in an attempt to line my actions up with my values."
1,SPURIOUS,O,Explicit,0.000,,I suspect this way of looking at it is still somewhat simplistic however so feel free to prove me wrong.
1,SPURIOUS,O,Explicit,0.000,,"Option 3.1415926: I buy all my meat from local farms that I know have free-range chickens and cows that are grass-fed and well-treated until they are humanely slaughtered once the technology exists to 3D-print a chicken breast that tastes about as good as the real thing at an affordable price with 0 animal death, I eat that instead."
1,SPURIOUS,O,Explicit,0.000,,"I'm not arguing that death at the hands of humans is better than living on; in the general sense, living on is better than just about any death; I'm arguing that of the potential ways to die, being killed is the best an animal can realistically hope for."
1,SPURIOUS,O,Explicit,0.000,,"If I had to take my cat to be euthanised at the vet, I would never consider his throat being sliced by a machine as he hung upside down as humane treatment."
1,SPURIOUS,O,Explicit,0.000,,Probably not even a bolt to the brain either.
1,SPURIOUS,O,Explicit,0.000,,"I keep forgetting to add this, but I also think that quality of life is something that should be accounted for when debating this."
1,SPURIOUS,O,Explicit,0.000,,How much does a cow need to fear predators when it's under the watch of a farmer?
1,SPURIOUS,O,Explicit,0.000,,Chickens simply aren't.
1,SPURIOUS,O,Explicit,0.000,,"Admittedly, a better way would be a proper Brompton Cocktail, but that would taint meat, and so is unfeasible."
1,SPURIOUS,O,Explicit,0.000,,"I wish it weren't so, but it is."
1,SPURIOUS,O,Explicit,0.000,,Are you seriously saying you consider slaughtering an animal morally equal to harvesting a crop?
2,MISS,Implicature,O,0.000,One can hardly move in Friedrichshain or Neukölln these days without permanently scanning the ground for dog dirt.,
2,MISS,Implicature,O,0.000,And when bad luck does strike and you step into one of the many' land mines' you have to painstakingly scrape the remains off your soles.,
2,MISS,Presupposition,O,0.000,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners.",
2,MISS,Presupposition,O,0.000,"Of course, first they 'd actually need to be caught in the act by public order officers,",
2,MISS,Implicature,O,0.000,"but once they have to dig into their pockets, their laziness will sure vanish!",
2,SPURIOUS,O,Explicit,0.000,,One can hardly move in Friedrichshain or Neukölln these days without permanently scanning the ground for dog dirt.
2,SPURIOUS,O,Explicit,0.000,,And when bad luck does strike and you step into one of the many' land mines' you have to painstakingly scrape the remains off your soles.
2,SPURIOUS,O,Explicit,0.000,,"Higher fines are therefore the right measure against negligent, lazy or simply thoughtless dog owners."
2,SPURIOUS,O,Explicit,0.000,,"Of course, first they 'd actually need to be caught in the act by public order officers, but once they have to dig into their pockets, their laziness will sure vanish!"
3,MATCH,Explicit,Explicit,1.000,"I 'm on mobile, but I 'll award you a delta when I get home.","I'm on mobile, but I 'll award you a delta when I get home."
3,MATCH,Explicit,Explicit,1.000,This is exactly the kind of explanation I was looking for.,This is exactly the kind of explanation I was looking for.
3,MATCH,Explicit,Explicit,1.000,"I think in those cases we can both say that the religion is inherently violent, and that even if culture helped start that norm it eventually becomes the religion that causes the actions.","I think in those cases we can both say that the religion is inherently violent, and that even if culture helped start that norm it eventually becomes the religion that causes the actions."
3,MATCH,Explicit,Explicit,1.000,"but that does not mean that a religion can not have violence as an integral part of it, and there are historical examples of this.","but that does not mean that a religion can not have violence as an integral part of it, and there are historical examples of this."
3,MATCH,Explicit,Explicit,1.000,So recently I 've seen a lot of posts condemning Islam as a violent religion or a sexist religion.,So recently I've seen a lot of posts condemning Islam as a violent religion or a sexist religion.
3,MATCH,Explicit,Explicit,1.000,"Religion is not violent or not violent, its followers are.","Religion is not violent or not violent, its followers are."
3,MATCH,Explicit,Explicit,0.885,You 've appealed to all my sensibilities around this kind of issue while only making statements I agree with to change my view. That was terrific.,You've appealed to all my sensibilities around this kind of issue while only making statements I agree with to change my view.
3,MISS,Ambiguity,O,0.000,"I point out that many Christians follow the bible which has numerous examples of sexism,",
3,MISS,Presupposition,O,0.000,"but in application, there are numerous branches of Christianity that are no more sexist than secular groups.",
3,MISS,Implicature,O,0.000,"For example, Congregationalists and Universaliists.",
3,MISS,Ambiguity,O,0.000,"So, my belief is that while religion can inform the views of people, it is far more likely that religion will be used to justify actions that would have been executed any way.",
3,MISS,Ambiguity,O,0.000,I think that most Jewish people do n't want to stone adulterers and most Muslims do n't want to stone non believers.,
3,MISS,Implicature,O,0.000,"Most branches of modern religions are n't inherently violent, and there are complex socio-political issues involving the ones that are",
3,MISS,Ambiguity,O,0.000,"e.g. how much of the violence perpetrated by Wahabist Islamists is based off of true religious fanaticism, and how much is caused by angry, politically disenfranchised young men who seek out an ideology that justifies their anger with America / the West",
3,MISS,Implicature,O,0.000,Vikings believed that the highest achievement and best place in the afterlife were gained by dying bravely in battle.,
3,MISS,Implicature,O,0.000,The Thuggee cult believed that the murder of innocents was necessary to appease Kali and prevent the destruction of the world. Aztecs required human sacrifice in their religious rituals.,
3,MISS,Explicit,O,0.000,Perhaps some facets of these historical religions were based off of a desire to justify actions that the original practitioners would have done anyway,
3,MISS,Ambiguity,O,0.000,but the belief eventually becomes the driving force and incentive for the action in later generations.,
3,MISS,Explicit,O,0.000,You are probably right that cultural norms are extremely influential in the creation of a religion,
3,MISS,Presupposition,O,0.000,"but once that religion is established as the capital-T Truth, the tail begins wagging the dog and culture shifts to accomodate and protect that Truth.",
3,MISS,Ambiguity,O,0.000,"Many religions have historically encouraged, or even required violence, and once that religion and it 's expectation of violence is established, it makes it much more difficult to enact societal change on the group.",
3,MISS,Implicature,O,0.000,"It 's hard enough to change a social norm of violence when it 's simply cultural, it 's even harder if people have been conditioned to believe that the norm is all that stands in the way of preventing the end of the world or is a persons only way into Valhalla.",
3,SPURIOUS,O,Explicit,0.000,,"I point out that many Christians follow the bible which has numerous examples of sexism, but in application, there are numerous branches of Christianity that are no more sexist than secular groups."
3,SPURIOUS,O,Explicit,0.000,,"For example, Congregationalists and Universaliists."
3,SPURIOUS,O,Explicit,0.000,,"So, my belief is that while religion can inform the views of people, it is far more likely that religion will be used to justify actions that would have been executed any way."
3,SPURIOUS,O,Explicit,0.000,,I think that most Jewish people don't want to stone adulterers and most Muslims don't want to stone non believers.
3,SPURIOUS,O,Explicit,0.000,,"Most branches of modern religions aren't inherently violent, and there are complex socio-political issues involving the ones that are e.g. how much of the violence perpetrated by Wahabist Islamists is based off of true religious fanaticism, and how much is caused by angry, politically disenfranchised young men who seek out an ideology that justifies their anger with America / the West"
3,SPURIOUS,O,Explicit,0.000,,Vikings believed that the highest achievement and best place in the afterlife were gained by dying bravely in battle.
3,SPURIOUS,O,Explicit,0.000,,The Thuggee cult believed that the murder of innocents was necessary to appease Kali and prevent the destruction of the world.
3,SPURIOUS,O,Explicit,0.000,,Aztecs required human sacrifice in their religious rituals.
3,SPURIOUS,O,Explicit,0.000,,Perhaps some facets of these historical religions were based off of a desire to justify actions that the original practitioners would have done anyway but the belief eventually becomes the driving force and incentive for the action in later generations.
3,SPURIOUS,O,Explicit,0.000,,"You are probably right that cultural norms are extremely influential in the creation of a religion but once that religion is established as the capital-T Truth, the tail begins wagging the dog and culture shifts to accomodate and protect that Truth."
3,SPURIOUS,O,Explicit,0.000,,"Many religions have historically encouraged, or even required violence, and once that religion and it's expectation of violence is established, it makes it much more difficult to enact societal change on the group."
3,SPURIOUS,O,Explicit,0.000,,"It's hard enough to change a social norm of violence when it's simply cultural, it's even harder if people have been conditioned to believe that the norm is all that stands in the way of preventing the end of the world or is a persons only way into Valhalla."
3,SPURIOUS,O,Explicit,0.000,,That was terrific.
4,MATCH,Explicit,Explicit,1.000,All the more so as for an adequate profit the rental rate as compared to the base rent need not be raised for every new lease.,All the more so as for an adequate profit the rental rate as compared to the base rent need not be raised for every new lease.
4,MATCH,Explicit,Explicit,1.000,Clearly the landlord has to pay for some repairs before a new lease.,Clearly the landlord has to pay for some repairs before a new lease.
4,MATCH,Explicit,Explicit,1.000,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.,It is unfair and unjustifiable that new tenants have to pay a much higher rent than previous residents.
4,MISS,Explicit,O,0.000,But surely these costs could be covered by a minimal increase in rent over the course of the entire lease.,
4,SPURIOUS,O,Implicature,0.000,,But surely these costs could be covered by a minimal increase in rent over the course of the entire lease.
5,MISS,Presupposition,O,0.000,A violation of international law should be more than enough to consider a reaction!,
5,MISS,Implicature,O,0.000,"Humanity has made enough mistakes throughout history by waiting too long, and when it has finally reacted, the only remaining option has usually been war.",
5,MISS,Ambiguity,O,0.000,"It 's to be noted that in our civilized world, in a democratic country, the people can determine their own fate,",
5,MISS,Explicit,O,0.000,"as long as the motivation of those people is n't triggered by propaganda, corruption and military pressure.",
5,MISS,Implicature,O,0.000,"Since, however, in Russia besides gas and oil only propaganda and corruption rule,",
5,MISS,Explicit,O,0.000,the EU should intervene right away.,
5,SPURIOUS,O,Explicit,0.000,,A violation of international law should be more than enough to consider a reaction!
5,SPURIOUS,O,Explicit,0.000,,"Humanity has made enough mistakes throughout history by waiting too long, and when it has finally reacted, the only remaining option has usually been war."
5,SPURIOUS,O,Explicit,0.000,,"It's to be noted that in our civilized world, in a democratic country, the people can determine their own fate, as long as the motivation of those people isn't triggered by propaganda, corruption and military pressure."
5,SPURIOUS,O,Explicit,0.000,,"Since, however, in Russia besides gas and oil only propaganda and corruption rule, the EU should intervene right away."
6,MATCH,Explicit,Explicit,1.000,These areas will be upgraded economically due to these factors ( housing health and employment).,These areas will be upgraded economically due to these factors ( housing health and employment).
6,MISS,Presupposition,O,0.000,I think Berlin with its two inner-city airports was lucky not having to experience an airplane catastrophe for decades.,
6,MISS,Presupposition,O,0.000,For safety reasons alone I find continued operation wrong.,
6,MISS,Explicit,O,0.000,"Also, Berlin urgently needs inner-city areas for business and industry, and for housing.",
6,MISS,Implicature,O,0.000,Closing down Tegel will have health benefits for hundreds of thousands in the approach path.,
6,MISS,Implicature,O,0.000,"After the new BER Airport has been commissioned, Tegel should definitely be closed.",
6,SPURIOUS,O,Implicature,0.000,,I think Berlin with its two inner-city airports was lucky not having to experience an airplane catastrophe for decades.
6,SPURIOUS,O,Explicit,0.000,,For safety reasons alone I find continued operation wrong.
6,SPURIOUS,O,Presupposition,0.000,,"Also, Berlin urgently needs inner-city areas for business and industry, and for housing."
6,SPURIOUS,O,Explicit,0.000,,Closing down Tegel will have health benefits for hundreds of thousands in the approach path.
6,SPURIOUS,O,Explicit,0.000,,"After the new BER Airport has been commissioned, Tegel should definitely be closed."
7,MATCH,Explicit,Explicit,1.000,I also see a few times where I got redundant.,I also see a few times where I got redundant.
7,MATCH,Explicit,Explicit,1.000,I apologize for a few things that I did that could be considered *rude* around here.,I apologize for a few things that I did that could be considered *rude* around here.
7,MATCH,Explicit,Explicit,1.000,I am now confused and lost.,I am now confused and lost.
7,MATCH,Explicit,Explicit,1.000,"Yes, my view was changed, but not into the polar opposite.","Yes, my view was changed, but not into the polar opposite."
7,MATCH,Explicit,Explicit,1.000,Modern technology like the internet must be considered.,Modern technology like the internet must be considered.
7,MATCH,Explicit,Explicit,1.000,This is to be considered if one is convinced that having a higher population coming from none-abortions results in a strain for resources in the country.,This is to be considered if one is convinced that having a higher population coming from none-abortions results in a strain for resources in the country.
7,MATCH,Explicit,Explicit,1.000,Then there was the debate as to whether or not a larger population with less resources per person is more innovative than a smaller one.,Then there was the debate as to whether or not a larger population with less resources per person is more innovative than a smaller one.
7,MATCH,Explicit,Explicit,1.000,"Is a more highly populated and economically productive America today going to result in an America tomorrow that can handle over population problems, or would having a higher population from none-abortion just add on to the problems of a world going to shit?","Is a more highly populated and economically productive America today going to result in an America tomorrow that can handle over population problems, or would having a higher population from none-abortion just add on to the problems of a world going to shit?"
7,MATCH,Explicit,Explicit,1.000,Then there is the next question.,Then there is the next question.
7,MATCH,Explicit,Explicit,1.000,"Conclusion: Mexicans are the supreme race, native Americans will go extinct through abortion and then out-breeding.","Conclusion: Mexicans are the supreme race, native Americans will go extinct through abortion and then out-breeding."
7,MATCH,Explicit,Explicit,1.000,Its a complicated issue.,Its a complicated issue.
7,MATCH,Explicit,Explicit,1.000,Something in the ballpark of 45 % of women who have abortions have more than one abortion.,Something in the ballpark of 45 % of women who have abortions have more than one abortion.
7,MATCH,Explicit,Explicit,1.000,There have been 55 million abortions in the US since 1973.,There have been 55 million abortions in the US since 1973.
7,MATCH,Explicit,Explicit,0.935,"no that is n't a serious sentiment, i 'm just saying, this discussion is abstract enough to go into some weird places and that it is necessary to have a stopping point","no that isn't a serious sentiment, i'm just saying, this discussion is abstract enough to go into some weird places and that it is necessary to have a stopping point"
7,MISS,Ambiguity,O,0.000,America is a better place because of the 55 million abortions its had.,
7,MISS,Presupposition,O,0.000,"These people would have been raised by their incompetent parents to drain down society, increase crime rates, suck up resources, and generally screw things up.",
7,MISS,Presupposition,O,0.000,"Various ways to lower a resource negative population would have to be explored, if not because of this 55 million, then because of the next 55 million.",
7,MISS,Implicature,O,0.000,"One possibility is that there would be wars waged to try to kill them all, perhaps even with other countries with similar problems.",
7,MISS,Implicature,O,0.000,"Waging war to purposefully lower population, even with a country facing similar issues, would cost not only resources, but it would also cause political, cultural, and global issues.",
7,MISS,Presupposition,O,0.000,America 's innovation and education rankings would be lower.,
7,MISS,Presupposition,O,0.000,Every middle-class child in the country would receive a lower quality education if there were 55 million more around.,
7,MISS,Ambiguity,O,0.000,"I 'm not trying to hear arguments on the ethics of abortion, its a banal argument that everyone and their mother has had at one point",
7,MISS,Explicit,O,0.000,what I am really fishing for is insight into what the country would look like with those 55 million around.,
7,MISS,Ambiguity,O,0.000,Would we adapt to the population and make good use of each of them?,
